mood,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,timeSignature
sad,0.939,0.648,0.115,3.88e-05,0.11,-17.133,0.0445,119.967,0.29,4
sad,0.641,0.489,0.357,0.333,0.0838,-9.745,0.0259,92.009,0.0388,4
sad,0.913,0.561,0.0848,2.62e-05,0.112,-15.099,0.0404,102.128,0.206,4
sad,0.901,0.242,0.137,0.0105,0.167,-16.332,0.0322,92.454,0.0644,3
sad,0.613,0.669,0.258,0.00134,0.088,-15.843,0.0556,140.101,0.24,3
sad,0.867,0.523,0.438,0.0723,0.123,-11.49,0.0356,126.028,0.106,4
sad,0.25,0.524,0.323,7.57e-05,0.107,-6.06,0.0262,79.787,0.236,4
sad,0.913,0.346,0.139,7.73e-05,0.0934,-15.326,0.0321,136.168,0.116,4
sad,0.232,0.76,0.337,0.0,0.115,-12.594,0.085,104.98,0.508,4
sad,0.587,0.572,0.406,4.48e-06,0.102,-8.624,0.0427,119.812,0.265,4
sad,0.0143,0.316,0.769,0.0,0.0928,-5.285,0.0422,122.458,0.118,4
sad,0.616,0.631,0.402,0.0114,0.0892,-11.125,0.0286,78.0,0.598,4
sad,0.562,0.417,0.403,0.0282,0.113,-10.478,0.0291,105.807,0.169,4
sad,0.905,0.684,0.0646,1.86e-05,0.0789,-18.052,0.0522,95.99,0.334,3
sad,0.787,0.619,0.523,0.0,0.128,-6.876,0.279,121.957,0.132,4
sad,0.449,0.355,0.452,3.71e-05,0.371,-8.42,0.0265,83.93,0.351,4
sad,0.966,0.559,0.164,0.00183,0.0658,-15.463,0.0356,121.558,0.228,4
sad,0.815,0.431,0.144,1.1e-06,0.124,-12.07,0.039,137.683,0.0491,4
sad,0.632,0.9,0.255,3.91e-05,0.0953,-12.664,0.221,94.978,0.483,4
sad,0.808,0.61,0.275,0.913,0.403,-10.644,0.028,94.088,0.552,4
sad,0.815,0.678,0.235,1.78e-05,0.233,-10.123,0.0375,129.955,0.0383,4
sad,0.0194,0.369,0.467,0.46,0.109,-9.018,0.0274,94.473,0.174,4
sad,0.647,0.487,0.279,0.00185,0.11,-11.586,0.0265,139.362,0.162,4
sad,0.396,0.648,0.28,0.0785,0.106,-11.961,0.0333,120.058,0.0393,4
sad,0.922,0.597,0.131,0.206,0.25,-20.367,0.033,133.827,0.524,3
sad,0.92,0.501,0.169,0.0,0.0874,-13.825,0.0483,122.355,0.0974,3
sad,0.852,0.656,0.181,0.0,0.061,-8.544,0.0322,111.438,0.342,4
sad,0.914,0.338,0.15,0.288,0.116,-12.7,0.032,101.94,0.172,4
sad,0.823,0.296,0.351,1.45e-06,0.11,-9.538,0.0352,177.06,0.19,3
sad,0.758,0.441,0.324,1.69e-06,0.448,-8.788,0.03,78.547,0.215,4
sad,0.752,0.261,0.434,0.00639,0.105,-10.649,0.0333,117.291,0.0921,4
sad,0.826,0.676,0.2,0.0289,0.144,-17.735,0.0282,104.016,0.176,4
sad,0.161,0.531,0.461,1.62e-06,0.132,-11.176,0.0437,75.036,0.162,4
sad,0.883,0.414,0.161,0.000223,0.117,-22.32,0.0318,159.375,0.423,4
sad,0.698,0.324,0.208,2.89e-05,0.11,-8.848,0.0288,166.366,0.193,3
sad,0.809,0.315,0.29,0.0,0.1,-12.247,0.0456,174.137,0.237,3
sad,0.755,0.538,0.338,5.68e-05,0.848,-12.098,0.0282,89.93,0.33,4
sad,0.819,0.722,0.72,8.72e-05,0.182,-4.688,0.0643,100.993,0.561,4
sad,0.938,0.402,0.102,0.000278,0.112,-21.048,0.0401,132.248,0.307,4
sad,0.856,0.428,0.285,0.000329,0.0812,-17.293,0.0292,134.979,0.227,4
sad,0.921,0.468,0.205,0.0,0.107,-11.014,0.0412,125.343,0.325,4
sad,0.713,0.567,0.267,0.0548,0.106,-13.758,0.0289,117.961,0.0856,4
sad,0.781,0.261,0.263,2.44e-05,0.105,-9.41,0.0361,74.942,0.0848,3
sad,0.964,0.427,0.127,1.92e-06,0.109,-12.731,0.0419,76.357,0.259,4
sad,0.781,0.681,0.283,0.00371,0.114,-11.496,0.0296,111.05,0.221,4
sad,0.619,0.467,0.329,0.0,0.0924,-5.964,0.0402,175.23,0.277,3
sad,0.652,0.564,0.262,0.000204,0.0896,-19.746,0.105,104.5,0.376,4
sad,0.715,0.606,0.226,0.0001,0.35,-10.617,0.0347,122.711,0.142,4
sad,0.15,0.369,0.781,0.000236,0.124,-6.973,0.076,173.728,0.369,4
sad,0.953,0.418,0.111,0.00342,0.0982,-14.848,0.0389,82.508,0.228,4
sad,0.94,0.525,0.0632,0.763,0.105,-23.321,0.0305,79.273,0.24,4
sad,0.966,0.441,0.148,0.00012,0.0843,-12.48,0.0601,69.948,0.25,4
sad,0.468,0.705,0.316,4.25e-05,0.117,-12.64,0.0355,122.012,0.443,4
sad,0.973,0.441,0.104,0.354,0.119,-22.399,0.0459,120.266,0.156,4
sad,0.886,0.6,0.257,4.9e-06,0.105,-7.177,0.0338,149.469,0.214,4
sad,0.8,0.352,0.455,0.88,0.106,-9.077,0.0282,98.298,0.102,4
sad,0.854,0.644,0.394,3.14e-05,0.108,-10.502,0.0264,95.008,0.43,4
sad,0.813,0.62,0.447,0.000221,0.111,-9.383,0.147,86.647,0.612,4
sad,0.649,0.534,0.392,0.000227,0.0948,-7.636,0.0267,90.379,0.163,4
sad,0.626,0.466,0.496,6.22e-06,0.117,-6.606,0.0302,74.747,0.352,4
sad,0.0151,0.693,0.678,5.71e-06,0.101,-7.159,0.0324,103.952,0.404,4
sad,0.962,0.323,0.119,0.000348,0.106,-17.892,0.05,89.862,0.176,4
sad,0.566,0.5,0.418,0.000193,0.11,-6.535,0.0377,84.899,0.176,4
sad,0.295,0.312,0.374,0.0171,0.101,-9.77,0.0293,106.073,0.0967,4
sad,0.851,0.477,0.167,0.000701,0.136,-13.478,0.0353,128.018,0.104,4
sad,0.537,0.556,0.446,0.0,0.249,-8.328,0.03,96.043,0.307,4
sad,0.983,0.531,0.118,0.0251,0.111,-14.455,0.0444,129.259,0.148,4
sad,0.0763,0.466,0.634,0.0,0.0678,-5.3,0.0289,128.992,0.324,4
sad,0.371,0.363,0.355,7.43e-05,0.0814,-9.877,0.0457,180.364,0.19,4
sad,0.946,0.432,0.49,0.262,0.173,-10.01,0.0283,93.207,0.335,4
sad,0.772,0.545,0.164,0.0107,0.0749,-17.384,0.0276,88.09,0.14,4
sad,0.896,0.786,0.355,0.0201,0.111,-11.429,0.0288,99.978,0.479,4
sad,0.978,0.59,0.242,0.000124,0.0906,-11.724,0.0516,126.721,0.366,4
sad,0.725,0.4,0.391,0.0,0.0884,-7.924,0.0666,164.544,0.446,3
sad,0.381,0.502,0.326,0.0,0.0889,-7.145,0.0261,77.03,0.068,4
sad,0.786,0.599,0.102,3.52e-06,0.133,-15.901,0.0333,133.682,0.124,4
sad,0.902,0.419,0.231,0.00235,0.111,-8.628,0.0358,71.498,0.189,5
sad,0.922,0.459,0.187,0.0,0.0939,-9.326,0.0361,96.983,0.0625,4
sad,0.638,0.639,0.252,0.0178,0.109,-14.987,0.0284,91.289,0.394,4
sad,0.906,0.572,0.234,0.000347,0.258,-12.624,0.0343,118.787,0.148,3
sad,0.372,0.432,0.438,0.00472,0.129,-8.743,0.0276,119.812,0.207,4
sad,0.587,0.453,0.209,0.0,0.119,-11.917,0.223,169.316,0.216,4
sad,0.829,0.491,0.294,0.00125,0.117,-12.338,0.0379,116.64,0.199,4
sad,0.373,0.612,0.601,0.0,0.156,-7.809,0.0421,125.164,0.368,4
sad,0.534,0.52,0.449,0.000182,0.0938,-11.919,0.0367,96.103,0.0642,4
sad,0.312,0.388,0.66,0.000307,0.0943,-7.372,0.0308,143.554,0.401,4
sad,0.158,0.712,0.791,0.0,0.144,-5.624,0.234,126.016,0.379,4
sad,0.568,0.731,0.662,0.00102,0.22,-11.58,0.255,89.927,0.432,4
sad,0.698,0.623,0.292,9.86e-06,0.121,-12.26,0.0313,118.007,0.161,4
sad,0.779,0.594,0.26,0.0,0.0924,-9.062,0.0601,84.648,0.303,3
sad,0.699,0.367,0.326,0.358,0.0759,-15.605,0.0344,116.659,0.064,4
sad,0.782,0.63,0.441,0.0489,0.101,-12.781,0.0258,99.973,0.268,4
sad,0.363,0.371,0.109,0.013,0.0641,-14.539,0.0308,142.108,0.0378,3
sad,0.958,0.521,0.15,0.0258,0.083,-11.852,0.0316,117.172,0.0394,4
sad,0.0522,0.635,0.557,2.17e-05,0.13,-10.915,0.0263,105.079,0.311,4
sad,0.949,0.62,0.11,6.28e-06,0.16,-13.704,0.0416,111.362,0.211,4
sad,0.751,0.501,0.405,0.0,0.105,-5.679,0.0319,109.891,0.446,4
sad,0.654,0.754,0.503,0.00617,0.309,-10.88,0.0622,123.927,0.467,4
sad,0.952,0.445,0.179,0.00056,0.107,-12.938,0.0396,72.246,0.119,4
sad,0.753,0.638,0.259,0.0,0.219,-10.706,0.0898,88.485,0.269,4
sad,0.695,0.445,0.537,1.65e-05,0.0944,-8.532,0.04,122.769,0.131,4
sad,0.854,0.824,0.3,0.0,0.174,-6.678,0.0565,112.867,0.227,4
sad,0.701,0.311,0.485,0.0,0.0726,-5.726,0.0365,77.355,0.225,4
sad,0.0723,0.616,0.576,0.0,0.375,-5.495,0.0532,89.962,0.269,4
sad,0.884,0.629,0.306,0.0776,0.124,-11.735,0.0424,76.994,0.191,1
sad,0.884,0.629,0.306,0.0776,0.124,-11.735,0.0424,76.994,0.191,1
sad,0.688,0.478,0.339,0.0,0.104,-7.355,0.0544,145.441,0.288,4
sad,0.748,0.563,0.382,0.0,0.0714,-11.138,0.0404,120.802,0.197,4
sad,0.841,0.53,0.271,0.0,0.103,-9.847,0.0491,101.796,0.392,4
sad,0.754,0.372,0.355,0.0,0.167,-8.436,0.03,126.705,0.142,4
sad,0.62,0.473,0.309,0.0,0.152,-9.086,0.0332,135.791,0.316,4
sad,0.882,0.628,0.303,0.0,0.101,-8.63,0.0319,114.762,0.47,4
sad,0.737,0.495,0.333,0.0,0.112,-10.109,0.0288,99.757,0.37,4
sad,0.895,0.535,0.314,0.00015,0.0874,-12.823,0.0408,145.095,0.0663,4
sad,0.895,0.535,0.314,0.00015,0.0874,-12.823,0.0408,145.095,0.0663,4
sad,0.886,0.438,0.309,1.78e-06,0.21,-9.022,0.0565,137.705,0.314,4
sad,0.871,0.366,0.269,0.0,0.101,-9.197,0.0439,127.523,0.238,4
sad,0.937,0.634,0.285,0.000359,0.232,-14.007,0.0807,129.65,0.203,4
sad,0.943,0.448,0.247,3.61e-05,0.109,-10.454,0.0466,134.5,0.276,4
sad,0.0175,0.565,0.586,0.0,0.204,-7.726,0.0363,147.986,0.43,4
sad,0.0151,0.642,0.392,0.0,0.352,-7.846,0.0372,138.065,0.0479,4
sad,0.798,0.391,0.223,7.82e-06,0.219,-15.361,0.0346,100.033,0.147,4
sad,0.863,0.378,0.47,0.0,0.0954,-10.095,0.197,75.955,0.602,4
sad,0.679,0.463,0.411,0.0,0.0453,-8.25,0.0414,147.3,0.163,4
sad,0.627,0.452,0.325,0.0,0.0645,-8.687,0.0337,97.987,0.33,4
sad,0.662,0.516,0.467,0.0,0.0853,-6.184,0.0302,132.861,0.386,4
sad,0.897,0.429,0.214,0.0,0.105,-12.261,0.242,77.849,0.189,4
sad,0.897,0.429,0.214,0.0,0.105,-12.261,0.242,77.849,0.189,4
sad,0.43,0.674,0.676,3.13e-05,0.108,-6.878,0.0367,78.99,0.919,4
sad,0.969,0.403,0.245,4.74e-05,0.119,-11.862,0.0569,128.333,0.148,4
sad,0.517,0.394,0.35,0.0,0.0738,-7.751,0.0323,125.941,0.163,4
sad,0.648,0.654,0.756,0.0,0.0995,-3.594,0.0534,103.551,0.475,4
sad,0.276,0.716,0.661,0.0,0.349,-4.503,0.0543,81.451,0.407,4
sad,0.407,0.448,0.34,4.44e-06,0.107,-8.048,0.0337,102.696,0.15,4
sad,0.872,0.73,0.205,0.0593,0.095,-15.489,0.0957,124.989,0.206,4
sad,0.0743,0.618,0.835,0.0,0.649,-4.027,0.0486,119.87,0.666,4
sad,0.609,0.342,0.278,8.17e-05,0.107,-9.349,0.0352,86.134,0.104,3
sad,0.878,0.464,0.268,0.0,0.0939,-10.288,0.0464,143.755,0.167,4
sad,0.781,0.34,0.398,6.08e-05,0.193,-8.156,0.0711,171.391,0.197,3
sad,0.841,0.489,0.284,0.0,0.137,-8.699,0.0508,186.337,0.335,4
sad,0.592,0.618,0.428,0.0,0.192,-8.5,0.038,142.021,0.359,4
sad,0.865,0.801,0.143,0.0,0.132,-10.698,0.0475,119.891,0.562,4
sad,0.553,0.523,0.377,0.0,0.116,-7.914,0.0293,139.897,0.234,4
sad,0.337,0.461,0.452,0.0,0.269,-6.529,0.0366,168.074,0.282,3
sad,0.448,0.73,0.688,0.0,0.0954,-7.56,0.0307,135.986,0.694,4
sad,0.926,0.549,0.186,0.0004,0.151,-13.781,0.0274,110.152,0.199,4
sad,0.0122,0.724,0.438,2.91e-05,0.0954,-8.477,0.0285,99.947,0.322,4
sad,0.74,0.378,0.265,0.0643,0.101,-10.336,0.0292,76.097,0.182,4
sad,0.857,0.487,0.234,0.0,0.195,-6.919,0.0441,179.239,0.54,4
sad,0.728,0.49,0.416,0.0,0.0694,-7.702,0.127,125.928,0.236,4
sad,0.888,0.498,0.432,0.617,0.136,-7.297,0.0296,132.928,0.126,4
sad,0.879,0.401,0.215,0.0,0.134,-10.349,0.0649,172.109,0.166,5
sad,0.647,0.503,0.525,0.0,0.104,-7.79,0.134,115.6,0.681,4
sad,0.423,0.665,0.61,0.0,0.127,-7.655,0.0436,127.976,0.473,4
sad,0.355,0.56,0.712,1.83e-05,0.212,-7.862,0.0574,80.919,0.375,4
sad,0.622,0.363,0.339,0.000107,0.0968,-10.208,0.133,178.405,0.0484,3
sad,0.864,0.497,0.118,4.13e-05,0.116,-11.996,0.0318,95.113,0.164,3
sad,0.0212,0.68,0.826,1.24e-05,0.543,-5.487,0.0309,118.051,0.644,4
sad,0.00194,0.593,0.751,0.0,0.0752,-7.126,0.0314,145.005,0.266,4
sad,0.264,0.816,0.495,0.00971,0.0926,-9.428,0.0372,116.992,0.764,4
sad,0.369,0.689,0.481,1.03e-06,0.0649,-7.503,0.0815,80.025,0.283,4
sad,0.524,0.449,0.465,1.02e-06,0.303,-8.964,0.0791,89.087,0.543,3
sad,0.459,0.481,0.515,1.88e-06,0.0701,-9.13,0.0551,135.318,0.188,4
sad,0.512,0.523,0.606,0.0,0.106,-4.754,0.0301,145.837,0.065,4
sad,0.818,0.45,0.329,0.00109,0.135,-12.603,0.0441,71.884,0.266,3
sad,0.621,0.728,0.563,0.0,0.179,-8.053,0.134,100.017,0.352,4
sad,0.731,0.726,0.431,0.0,0.696,-8.765,0.135,144.026,0.348,4
sad,0.0291,0.589,0.651,3.2e-06,0.111,-5.097,0.0306,90.011,0.166,4
sad,0.932,0.612,0.28,0.0,0.088,-8.648,0.0434,72.795,0.387,4
sad,0.117,0.778,0.348,0.366,0.396,-11.291,0.0712,83.975,0.345,4
sad,0.329,0.471,0.431,0.0,0.0854,-6.129,0.0342,157.98,0.289,4
sad,0.0493,0.695,0.601,0.00172,0.116,-5.631,0.0286,94.983,0.135,4
sad,0.469,0.618,0.443,0.0,0.0829,-9.681,0.0526,119.949,0.167,4
sad,0.837,0.764,0.32,0.0,0.0822,-7.209,0.0546,91.019,0.575,4
sad,0.173,0.655,0.469,0.0,0.0956,-6.257,0.0292,92.56,0.467,4
sad,0.346,0.778,0.547,0.000302,0.132,-7.273,0.0489,95.002,0.441,4
sad,0.431,0.692,0.754,0.00598,0.333,-6.608,0.0919,104.981,0.564,4
sad,0.138,0.73,0.77,0.0,0.0473,-5.114,0.0298,104.948,0.507,4
sad,0.146,0.706,0.558,0.0,0.118,-7.237,0.0593,110.443,0.227,4
sad,0.545,0.679,0.487,3.36e-05,0.0772,-5.811,0.0352,81.994,0.506,4
sad,0.593,0.471,0.335,2.11e-05,0.297,-8.767,0.0273,145.252,0.111,3
sad,0.0252,0.657,0.588,0.0,0.087,-6.005,0.0272,118.022,0.105,4
sad,0.135,0.376,0.695,0.0,0.11,-4.782,0.0933,169.533,0.302,4
sad,0.299,0.553,0.502,0.0,0.764,-5.972,0.0409,129.976,0.296,4
sad,0.297,0.752,0.488,9.11e-06,0.0936,-7.05,0.0705,136.041,0.533,4
sad,0.816,0.511,0.363,0.0317,0.084,-7.65,0.041,144.892,0.169,4
sad,0.64,0.681,0.372,0.0,0.169,-8.237,0.0432,91.873,0.476,4
sad,0.1,0.433,0.724,0.0,0.0918,-6.126,0.0372,174.006,0.689,4
sad,0.211,0.449,0.599,0.0,0.327,-4.892,0.0369,134.144,0.165,3
sad,0.556,0.488,0.343,0.0,0.21,-8.985,0.0436,102.819,0.0978,4
sad,0.656,0.395,0.288,0.0,0.116,-10.465,0.0345,130.571,0.189,4
sad,0.0631,0.735,0.451,1.3e-05,0.325,-8.374,0.0585,117.973,0.0862,4
sad,0.864,0.631,0.239,0.0,0.116,-7.071,0.0398,79.859,0.0927,4
sad,0.44,0.761,0.525,6.7e-06,0.0921,-6.9,0.0944,80.87,0.531,4
sad,0.183,0.476,0.686,0.0,0.0997,-5.019,0.11,152.617,0.243,4
sad,0.0188,0.743,0.752,0.0,0.287,-4.813,0.0414,110.015,0.545,4
sad,0.273,0.413,0.64,0.0,0.11,-5.811,0.0427,75.245,0.149,4
sad,0.785,0.45,0.335,1.25e-06,0.0979,-7.464,0.0298,109.908,0.25,4
sad,0.0833,0.689,0.706,0.0,0.105,-4.48,0.0312,106.52,0.623,4
sad,0.0676,0.652,0.383,0.0,0.0828,-7.076,0.0516,145.765,0.549,4
sad,0.00258,0.783,0.639,0.0214,0.0387,-6.279,0.0369,122.988,0.878,4
sad,0.0981,0.672,0.642,0.0,0.1,-4.035,0.0313,121.981,0.494,4
sad,0.188,0.638,0.656,0.0,0.146,-5.886,0.0357,104.036,0.225,4
sad,0.254,0.583,0.584,0.0,0.123,-5.362,0.0314,140.039,0.136,4
sad,0.0521,0.466,0.759,0.0,0.0587,-4.978,0.199,160.033,0.328,4
sad,0.63,0.605,0.365,6.83e-06,0.0554,-11.144,0.111,84.628,0.224,4
sad,0.643,0.599,0.465,1.57e-06,0.149,-4.95,0.0314,113.82,0.0678,4
sad,0.121,0.687,0.717,0.000849,0.489,-4.789,0.0873,75.98,0.418,4
sad,0.049,0.619,0.786,0.0,0.142,-4.938,0.0397,83.048,0.628,4
sad,0.246,0.571,0.789,0.0,0.16,-4.347,0.0303,96.095,0.536,4
sad,0.288,0.444,0.648,0.0,0.059,-4.955,0.0476,125.706,0.171,5
sad,0.222,0.428,0.626,8.22e-05,0.277,-6.639,0.0339,86.02,0.379,4
sad,0.866,0.464,0.473,0.0,0.109,-10.086,0.129,75.801,0.604,4
sad,0.424,0.738,0.621,7.39e-06,0.692,-7.313,0.0486,113.968,0.715,4
sad,0.0252,0.386,0.594,3.19e-06,0.0873,-6.186,0.0566,113.756,0.187,4
sad,0.266,0.793,0.859,0.000356,0.133,-3.774,0.0332,129.912,0.964,4
sad,0.118,0.561,0.674,0.0,0.111,-4.882,0.0818,148.127,0.383,4
sad,0.0782,0.565,0.55,0.0,0.196,-5.357,0.0397,143.927,0.302,4
sad,0.254,0.572,0.572,0.0,0.191,-8.324,0.3,94.897,0.61,4
sad,0.00321,0.583,0.792,4.92e-05,0.315,-5.894,0.0533,80.055,0.397,4
sad,0.166,0.918,0.857,0.0003,0.0855,-5.032,0.0623,121.006,0.972,4
sad,0.0337,0.456,0.862,0.0,0.172,-3.818,0.05,165.991,0.337,4
sad,0.0724,0.512,0.526,0.0,0.0675,-5.44,0.0251,85.024,0.249,4
sad,0.778,0.298,0.38,5.62e-05,0.11,-8.426,0.0287,75.602,0.152,4
sad,0.778,0.298,0.38,5.62e-05,0.11,-8.426,0.0287,75.602,0.152,4
sad,0.158,0.652,0.472,0.0,0.121,-8.084,0.0399,126.904,0.24,4
sad,0.71,0.687,0.409,0.0,0.126,-7.751,0.0311,111.861,0.16,4
sad,0.129,0.499,0.638,0.0,0.631,-6.145,0.0438,89.98,0.253,4
sad,0.00408,0.603,0.67,1.66e-06,0.112,-3.882,0.0249,107.995,0.445,4
sad,0.0149,0.737,0.615,0.0,0.102,-3.76,0.0317,110.023,0.41,4
sad,0.536,0.556,0.346,0.0,0.106,-9.809,0.311,123.869,0.451,4
sad,0.347,0.423,0.405,0.0,0.0951,-6.174,0.033,140.875,0.346,4
sad,0.227,0.555,0.41,0.0,0.13,-8.308,0.0431,169.804,0.433,4
